utt_id	speaker_id	transcription	duration	snr
6e0094df04	3d3c5	अड्कल गर्न सकिन्छ	2.6	28.59657096862793
4e73a48ab8	6a57a	अड्कलबाजी गरिएको थियो	3.4	56.17528533935547
ddcff5fcd8	43813	अड्काउ फुकाउन हाम्रा	4.5	31.83826065063477
659e8b9441	73668	अड्डाअदालतका कारण प्रशस्त	4.0	25.360441207885746
c33259e03e	d26e5	अड्डाका रूपमा	2.9	46.24224090576172
0fef71d0c8	5b437	अड्डाको एक परमाणु	3.2	38.30402755737305
5330d5c747	b0f78	अड्डाको एक परमाणु	3.3	17.752225875854492
8a6cbd2f15	62ba7	अड्डाको एक परमाणु	3.5	31.94289207458496
6dec306f67	b3c22	अड्डामा प्रवेश गर्छ	2.2	24.445600509643555
d4c943d139	cbbed	अड्डामा प्रवेश गर्छ	2.6	37.51718521118164
94474fe026	02e40	अड्डामा हमला नगराउन	4.5	20.042028427124023
b289317283	0cc60	अड्डा र रयल	1.7	36.4465217590332
c5f8ce34dc	2771e	अड्डा र रयल	2.9	32.191158294677734
05484280ae	25ff3	अड्याइएको छ	3.7	35.65687561035156
2f2db531ea	4714f	अड्याइएको छ	4.8	20.482086181640625
32d624905a	8f426	अड्याइएको हुन्छ	3.7	26.769535064697266
ce84a7ac24	95635	अड्याइएको हुन्छ	2.8	27.924840927124023
8047260139	8478c	अड्याएर नेती नामको	3.9	22.23502922058105
1fca9baa76	90c1c	अढाइ मात्रा रहन जान्छ	2.9	33.93366241455078
7eb290de07	2a5b1	अढाई सय वर्षजतिको	3.1	36.32180404663086
65527fb3e7	1df77	अण शब्दको अर्थ	3.9	28.736495971679688
88609f777c	c536c	अणु बमहरूको परीक्षण	4.0	39.88069534301758
166a93c634	8b798	अणुवीक्षण यन्त्रहरू द्वारा	5.5	34.63591384887695
7e0891353a	2001f	अणुवीक्षण यन्त्रहरू द्वारा	4.7	15.232762336730955
7d938e2599	fd59f	अणुव्रन सन्देश एक नेपाली भाषाको पत्रिका हो।	5.3	52.925559997558594
4f3de872e5	c0b92	अणुहरुबाट प्रतिक्रिया गरेर	3.8	40.190673828125
c9187fac6a	1df77	अण्डकोषको क्यान्सरको	4.3	21.009571075439453
67fa0c4aab	68f0f	अण्डमान मलय भाषाको हांदुमन शब्दबाट लिईएको छ जुन हिन्दुहरूको भगवान हनुमान शब्दको परिवर्तित रूप हो।	11.1	21.17717742919922
42edefd9ba	0234b	अण्डाकार कालो ढुङ्गाको	3.4	20.652851104736328
22119d9f76	f09e5	अण्डाणुहरूको निकालेर	4.6	34.791053771972656
68f50003c4	e8b29	अण्डाणुहरूको निकालेर	4.8	36.88961791992188
acd9d57b4f	b66ee	अत आधारभूत तथ्याङ्क	2.7	18.813451766967773
e9a062ab4f	09e5c	अत उत्परिवर्तन शब्दको	3.7	35.536376953125
7ad75c290a	6d3c6	अत उनको परिमाण	3.1	47.01258087158203
933be7c859	3ff16	अतएव दैनिक व्यवहारमा	6.2	34.13591003417969
d6276dc342	f65eb	अतएव यस्तो चिकित्सालय	5.4	25.14463806152344
abcc737bd8	ea935	अत गतिवादी सर्जकहरूले	4.2	36.82265472412109
dbd5be9046	809f3	अत गुरूदेवबाट नै यो कार्य सम्पन्न गराउन प्रार्थना गर्यो।	7.9	29.654245376586918
41780ef413	c4565	अत घरको आसपास	3.8	21.68033218383789
1c1d9e31b9	66260	अत तपाईँ सबै	3.0	16.61971092224121
8fb40afca2	24945	अत दुईको सङ्ख्याका	2.9	25.881866455078125
4e41bde9d3	4b59a	अत पहिला हामीले	3.3	39.82366180419922
e2df37a9e4	1df77	अत पहिला हामीले	3.9	26.84710693359375
4d75fb42e1	7c42f	अत मेरो भनाइ	3.3	20.67360115051269
019bbeb19f	c135e	अत मेरो विचारमा	4.4	18.025022506713867
6e1c6b1285	68f0f	अत मेरो विचारमा	2.5	29.55362701416016
ef1f1a820f	1df77	अत यसका अधिकांश	3.9	34.439910888671875
44c7f53a69	43813	अत यस दृष्टिले	3.4	29.10782814025879
99b3b03261	5c4b9	अत यस सम्बन्धी	2.6	28.988014221191406
9a3fb596b5	5f67a	अत यो मुख्य	3.2	34.5372200012207
af1d661606	88901	अत श्रावकको अहिंसा	3.5	37.28179550170898
892a3e25d9	056c7	अत सबै जनपद	2.7	36.9041633605957
347b09f423	b3cd4	अत समय र	3.0	30.01146697998047
c1f29e49d4	a2a69	अत समय र	2.8	26.75401496887207
5d9041fc65	f0b26	अत हामीले पनि	4.1	36.23517608642578
7cfd7bed2e	aec56	अत हामीले पनि विकिमा	4.8	39.37366485595703
c4ea910076	b33c6	अति अभाव थियो	2.3	31.16143035888672
d74e63c3df	1cec5	अति अभाव थियो	3.3	33.65422821044922
ddd8a4bd37	62e53	अति अभाव थियो	3.2	43.77873992919922
e1ad26e940	20ebe	अति आकर्षक दृश्य	2.9	20.14678001403809
4268813a54	90913	अति आवश्यक	1.7	45.00303268432617
7cc140703d	c06a7	अति उत्तम हुनु पर्छ	4.9	30.19438743591309
c2f14b4c02	18008	अति उर्वरा	2.6	31.27279663085937
dee5e259b5	8aea1	अति उर्वरा	4.1	32.93632125854492
0d8d5cca68	cfa65	अति तिब्र बनाएका	2.8	15.761125564575195
769a6b3367	f0b26	अतिथि गृहका	3.1	33.80968475341797
63783d27aa	49220	अतिथि दण्डी सन्यासीलाई	3.9	27.916147232055664
5efb6145de	f6b2d	अति धेरै तौल	3.9	34.75705337524414
8628f56665	2771e	अति नै कष्ट	2.2	27.9478816986084
d7b093db0e	70e10	अति नै कष्ट	2.2	28.29338836669922
e522627a0c	da0cf	अति नै कष्ट	2.5	34.16380310058594
e5faaa91ef	aae92	अति नै चलन चल्तिको	4.3	20.32233428955078
cd2cfd7957	f9558	अति नै चिसो छ	3.0	18.783546447753903
878d9c03a1	839e7	अति नै न्यून देखिन्छन्	4.5	26.911964416503903
5c69d33172	ef9b4	अति नै हानिकारक	2.6	16.338655471801758
17adff27bb	fea0e	अति पवित्र	2.6	32.590938568115234
35b19d8d41	75215	अति पवित्र	4.5	24.161989212036133
93297ab799	14abf	अति पवित्र	1.7	22.701271057128903
7eb0976feb	11c8b	अति प्रशंसनीय प्राकृतिक	5.4	34.317386627197266
b71f82de98	b5ec7	अति प्रशंसनीय प्राकृतिक	3.5	23.21370887756348
2a0f4ee6c2	f7150	अति प्राचीन कालमा	3.1	27.58319091796875
7bedaffbc8	65bbb	अति प्राचीन कालमा	2.6	36.2282829284668
d3f8520a11	8478c	अति प्राचीन कालमा	2.2	18.660043716430664
db38f37a22	12694	अति प्राचीन कालमा	2.8	23.093698501586918
95a20d8229	b5ec7	अति प्राचीन नगर	2.9	37.62687301635742
b09bb3a6aa	cb53f	अति प्राचीन नगर	3.8	49.74408721923828
163f534e11	0e059	अति बलवान् इस्मा	4.7	34.346778869628906
62b8ea4296	68a9f	अति बलवान् इस्मा	4.3	31.85019302368164
b080017d19	809f3	अति बलवान् इस्मा	4.2	20.543434143066406
363163e348	b77af	अतिरिक्त अल्मोडा र	7.5	23.41213607788086
a8d1636193	7e781	अतिरिक्त अल्मोडा र	5.9	29.003681182861328
d46e26c03d	cc4bf	अतिरिक्त क्रियाकलाप मार्फत	3.6	29.678659439086918
87189f3f5d	b3c22	अतिरिक्त खाद्य वस्तु	3.0	29.411422729492188
01dac45c7d	83c93	अतिरिक्त टोकियोको लन्डन	3.5	32.40697479248047
9b1c3d837a	1d40e	अतिरिक्त पटना शिक्षा	3.7	21.36361312866211
88f947eee4	646f2	अतिरिक्त बेरोजगारी केही	3.6	35.97705078125
0b5714473e	43655	अतिरिक्त भूमिको यस	2.7	29.87073135375977
41ad5cc05f	7f7ce	अतिरिक्त मतपत्र शेष	3.1	39.17237854003906
59ea6cf85d	c7f90	अतिरिक्त मतपत्र शेष	4.4	34.965797424316406
8ca6347789	d4824	अतिरिक्त मतपत्र शेष	2.8	22.848613739013672
112f39ff0e	4570e	अतिरिक्त लत्ता कपडा	2.8	31.75374984741211
369ede6b6e	c0b4e	अतिरिक्त सुविधाहरूको	4.0	35.4407844543457
2ddaa8d96e	c64dc	अतिरिक्त स्वचालित या	6.2	19.77953147888184
d17f038ccc	9fab8	अतिरिङ्क्त खाद्य वस्तु	4.4	34.81293487548828
4cfc03556c	cce0f	अति लघु काव्य	3.3	22.177209854125977
4d0bc3d709	76dab	अति लघु काव्य	4.9	28.29412651062012
b86a904589	99866	अति लघु काव्य	2.8	22.51193046569824
1eb66a4a3e	4dccf	अति वर्षा हुन्छ	3.0	29.4918270111084
875c9bca99	363a2	अति वर्षा हुन्छ	3.1	28.122350692749023
a303de75b2	7de40	अति वर्षा हुन्छ	2.1	35.89673614501953
aeba6fa770	b1c95	अति वर्षा हुन्छ	2.1	38.199344635009766
8455e51590	e82ed	अति विशाल बलहरूका	3.7	33.17258834838867
ee88551507	cfa65	अति विशाल बलहरूका	2.9	23.470861434936523
4d25ee13e3	916c6	अति विशाल रातो	2.9	35.43836212158203
c51d851925	acf91	अति विशाल रातो	3.1	35.83175277709961
ec98b495a0	aaf41	अतिशय वृद्धिको प्रभाव	4.2	20.41016387939453
d339cd9b0a	5df8e	अतिशयोक्ति हुन्छ नै	5.1	25.420848846435547
4f279ec6f7	7b45e	अति सफा गरी बनाएमा	2.4	48.96073913574219
8d55a5a74e	9c1c2	अति सफा गरी बनाएमा	3.7	25.80906867980957
ad49866ed5	69801	अति सफा गरी बनाएमा	2.8	31.526412963867188
947da5ac67	a30f2	अति साँघुरो भएको	2.7	29.457324981689453
ef61317e14	6ee13	अति साँघुरो भएको	3.1	38.68016052246094
1aa09cd6ee	41295	अति सुन्दरी स्त्री	4.3	27.915746688842773
43574822b0	fb429	अति सुन्दरी स्त्री	3.4	17.717145919799805
63f8cc54d1	39b91	अति सुन्दरी स्त्री	2.1	19.52288246154785
ca677ec658	e5d89	अतुल स्मृति संगीत	2.5	37.93971252441406
d4873fb635	e5d89	अतुल स्मृति संगीत	1.8	23.025665283203125
d76360830d	42be7	अतः दुईको सङ्ख्याका प्रत्ययका लागि चेतन ईश्वरको सत्ता आवश्यक छ।	10.7	38.99874114990234
c07a15509e	db4bc	अतः पित्रागत लक्षण	3.9	39.45890426635742
3c59c9ea94	1ad64	अत्तर अगरबत्तीका सामग्री	3.5	28.22095489501953
bc50f40705	9cd73	अत्तर अगरबत्तीका सामग्री	5.8	33.023475646972656
18d9d2bf09	daaab	अत्तरपुर र दक्षिणमा	6.1	26.644397735595703
50c01f2634	a2ab6	अत्तो पत्तै थिएन	3.0	29.00359916687012
92352c997b	c7f90	अत्तो पत्तै थिएन	4.5	35.556915283203125
460e78394b	e3a27	अत्तोपत्तो थिएन	2.4	36.892276763916016
ea3c44bbcb	37155	अत्यन्त आकर्षक रोचक	2.8	41.05017852783203
ae282aa8a8	4aa5e	अत्यन्त आँटिला र वीर	4.1	41.39067840576172
816ab97806	7ea66	अत्यन्त उपयोगी	2.1	30.80984115600586
a1169c880a	970ca	अत्यन्त उर्वर	3.2	20.35433959960937
81dc800cb7	6b883	अत्यन्त कट्टरवादी विचारहरूदेखि	4.7	20.528623580932617
c0227ebab0	5df8e	अत्यन्त चिसो जलवायुका	5.8	34.54423904418945
1e0a5bce7c	938ee	अत्यन्त जरुरी हुन्छ	3.0	23.978286743164062
461b21c430	cbbed	अत्यन्त धनी छ	3.2	40.778541564941406
40ed3270a5	d8bcb	अत्यन्त निम्न वर्गीय	2.8	22.87547874450684
1e8f54e133	8389b	अत्यन्त पीडादायक बनायो	5.3	39.12077331542969
341e877732	421cb	अत्यन्त पीडादायक बनायो	4.3	29.993240356445312
a5a42737f9	261b4	अत्यन्त प्रतिकूल वातावरण	2.0	28.164257049560547
8dd7c6d847	4b9fc	अत्यन्त प्राचीन छ	3.9	28.10256767272949
62a1e4933a	b7116	अत्यन्त प्राचीन तथा समृद्ध छ	5.0	30.09128761291504
bda21117af	67933	अत्यन्त प्राचीन तथा समृद्ध छ	8.1	20.418710708618164
a052a6e7f9	970ca	अत्यन्त महत्त्वपूर्ण	3.7	16.919328689575195
bd533e6261	393a5	अत्यन्त महत्त्वपूर्ण	3.6	29.587196350097656
cba9e49f07	1d480	अत्यन्त मिलेर	2.5	36.353477478027344
d7b8eb6368	09e5c	अत्यन्त मिलेर	2.4	37.136962890625
ba34481763	cc4bf	अत्यन्त मेधावी	4.2	29.194843292236328
c0963f0325	f8188	अत्यन्त मेधावी	2.8	40.24095153808594
b4ae089a88	5935d	अत्यन्त रमणीय	3.9	33.48199462890625
74764b3854	21ba4	अत्यन्त विकट पहाडी	3.5	34.41157531738281
97df52f384	5df8e	अत्यन्त विकट पहाडी	4.1	32.468788146972656
9cc0a4772d	e3a27	अत्यन्त विकट पहाडी	2.7	34.994197845458984
da1558c5fe	29944	अत्यन्त शुभ मानिन्छ	3.2	28.115867614746094
2c5e6cd458	76dab	अत्यन्त समृद्ध छ	5.0	33.665287017822266
5e213419da	a7d3c	अत्यन्त समृद्ध छ	3.0	33.65205001831055
25db355449	9cc50	अत्यन्त साना कणहरूले	3.2	37.95894241333008
3190bc188f	4ce22	अत्यन्त सूक्ष्मरूपमा मात्र	3.8	21.50022315979004
c5343e01a0	46a1c	अत्यन्तै चरम	2.0	35.70670318603516
4b9fb40c4d	9f669	अत्यन्तै दर्दनाक	3.9	22.584077835083008
829234c415	0e35f	अत्यन्तै दर्दनाक	4.1	18.63958740234375
c71ed0da13	d8bcb	अत्यन्तै प्रभावित भएको	3.6	24.83780288696289
083f308659	916c6	अत्यन्तै रमणीय रहेकोले	3.0	34.54998779296875
959a53b640	d26e5	अत्यन्तै रमणीय रहेकोले	3.4	51.84634780883789
b65abeb729	2d07d	अत्यन्तै रमणीय रहेकोले	3.4	19.008270263671875
245e76213a	39e3b	अत्यन्तै राम्रो हुन्छ	4.0	28.02472305297852
4b9241b774	bad17	अत्यन्तै राम्रो हुन्छ	3.9	19.408002853393555
ae4538eddb	da6d1	अत्यन्तै राम्रो हुन्छ	3.4	31.53839874267578
36475129e6	5d5fe	अत्यन्तै लाभदायक हुन्छ	3.7	28.163345336914062
6853a2c442	d03c8	अत्यन्तै लाभदायक हुन्छ	3.4	35.926513671875
70765a5b69	8f7f7	अत्यन्तै लाभदायक हुन्छ	3.9	20.83126449584961
2ef094f309	39ab2	अत्यन्तै लोकप्रिय	2.3	20.777006149291992
4579b03d26	d4824	अत्यन्तै व्यस्त	2.4	19.369457244873047
4311936ada	0bb95	अत्याचारका प्रति	4.7	19.34916305541992
53992c546d	bf3e7	अत्याचारको पनि लामो	3.4	15.63672161102295
8c4e05a622	c135e	अत्याचारको पनि लामो	4.3	31.542673110961918
3efe0ae6b4	125df	अत्याचारले पनि सीमा	3.4	17.626083374023438
607bf0095c	81624	अत्याचारले पनि सीमा	2.7	32.976993560791016
d77c3d331b	bf591	अत्याचारले पनि सीमा	3.6	33.471797943115234
e8627e60dc	393a5	अत्याचारले पनि सीमा	3.3	32.283470153808594
bedda86eba	70e10	अत्याधिक अलोकप्रिय बने	3.0	27.60441780090332
2add50b885	dfb01	अत्याधिक अस्थिरताका	5.8	35.23847579956055
8be9625b9b	4a756	अत्याधिक अस्थिरताका	4.7	27.69862937927246
49910b7872	4c228	अत्याधिक उपयोगी छ	3.1	23.87530899047852
38f9e5430b	ece77	अत्याधिक कठिन हुन्छ	2.5	33.488582611083984
5f9ee6cd26	d26e5	अत्याधिक कठिन हुन्छ	3.1	43.053504943847656
e840635a26	90bdd	अत्याधिक कुशल वक्ता	4.1	28.85617446899414
ab4ce82b36	e455a	अत्याधिक खननको कारण	3.2	32.38031768798828
647eb93b82	005e1	अत्याधिक गर्मी	2.6	18.25851249694824
a27f01cb9f	9cc50	अत्याधिक गर्मी	2.9	38.37836456298828
e826e12d87	92fd3	अत्याधिक गर्मी	3.2	28.45580673217773
826f0b81b6	3e9ed	अत्याधिक गर्मी हुन्छ	3.0	37.607872009277344
68ae0d44aa	62ba7	अत्याधिक चुनको धुलो	3.6	32.22425842285156
d03430b1a6	839e7	अत्याधिक जाडोलाई सन्तुलन	3.4	31.58717918395996
154d6099b8	c0b92	अत्याधिक दवाब	3.5	37.04833221435547
ecc892ac3a	5f67a	अत्याधिक दवाब	2.2	28.32866477966309
0717bec554	0e059	अत्याधिक निर्भरताका कारण	4.8	20.84673118591309
4b79045e07	c69a8	अत्याधिक मात्रामा पातलो	3.4	22.10057830810547
18c72641c5	ba3bf	अत्याधिक राष्ट्रिय आत्मनिर्भरता	3.5	28.74866485595703
b767f638a8	9f669	अत्याधिक राष्ट्रिय आत्मनिर्भरता	7.3	31.67302703857422
22f6a2ef95	33d55	अत्याधिक वर्षा हुन्छ	2.4	37.00685501098633
4e8974ddd7	875d4	अत्याधिक विश्वसनियता कायम	6.4	43.48170471191406
bbbbbc37ed	42be7	अत्याधिक विश्वसनियता कायम	6.7	30.74214172363281
b948d42738	88901	अत्याधिक शक्तिशाली र	3.3	34.646766662597656
0f029bd868	ca797	अत्याधिक सफल रहे	2.5	22.905139923095703
1c1927e6ce	7b45e	अत्याधिक सफल रहे	3.3	42.69739532470703
1b2b36a924	4b9fc	अत्याधुनिक महानगर हुँदाहुँदै	3.1	33.37579345703125
735f00f061	efa9c	अत्यावश्यक परिवारमा जान्छ	6.5	19.80353164672852
058a08fb69	6a57a	अत्योच्चावृत्ति कहलाउँछन्	4.8	51.46213150024414
65f9030e45	ccdde	अत्रि ऋषिका सन्तान	5.5	34.91435623168945
8e80eb9347	b4e60	अथर्ववेदका छ शाखाहरू	5.8	27.489356994628903
6fef31038f	e4714	अथर्स एण्ड पब्लिसर्सको	6.6	42.44853591918945
0f74976351	f0b26	अथवा अधुरो छ	3.3	39.40656280517578
2cf1b03a8f	02e40	अथवा अधुरो छ	3.7	23.813709259033203
2a8e087f8e	62ba7	अथवा अन्नपूर्ण पर्वत	3.2	28.65220642089844
e16edae848	a7d3c	अथवा कब्जा गरिएको	3.6	36.258262634277344
52469fbe3f	4d069	अथवा कुनै अर्को	4.0	41.86225128173828
830cf4df5d	1f790	अथवा कुनै अर्को	3.0	34.85325241088867
9127b9a716	c687c	अथवा कुनै अर्को	2.9	36.89897918701172
ddf25e32a0	22521	अथवा कुनै अर्को	3.0	37.67027282714844
9c73971ab7	57282	अथवा केही दिन	2.7	36.34911346435547
34e42cac91	f7175	अथवा चिन्दछन्	4.8	33.43431854248047
ce7ad273a9	dfb01	अथवा चिन्दछन्	3.2	26.22286033630371
55461389cc	8272f	अथवा चीजको एउटा	2.6	34.28924560546875
db7c8ddf12	163a6	अथवा झाँक्रिले चिन्ता	2.6	31.833221435546875
d3585c0842	06372	अथवा दिमाग हुने	3.1	24.76244354248047
4f24dce8ee	55c0f	अथवा निमावि प्राथमिक	3.5	28.146408081054688
27e154084b	3c2c4	अथवा पद्य भनिन्छ	2.9	36.45116424560547
bcc93723fa	8272f	अथवा पर्थको नजिक	3.5	21.28631591796875
d69855b39c	f65eb	अथवा पर्थको नजिक	3.0	26.18115234375
73392678e9	41b2c	अथवा प्रखण्ड बनाउँछन्	3.4	25.99007606506348
7eefac9eb8	1f917	अथवा बफ्याएर निचोरेको	3.3	17.856060028076172
26f09895ee	b1c95	अथवा बुक गर्न सकिन्छ	2.6	35.358642578125
5511f65d00	5d09c	अथवा बुक गर्न सकिन्छ	3.8	23.339473724365234
7885428eb1	1b29c	अथवा बुक गर्न सकिन्छ	4.2	17.707992553710938
e8a369ce1a	004e5	अथवा बोलीको बारेमा	2.1	46.9819564819336
e4d1ccbcb5	07179	अथवा महिनावारीमा उनीहरूलाई	4.3	33.333282470703125
1019feec49	44559	अथवा मागाउँ भन्ने बुझाउँछ	5.2	43.66353988647461
27235a1066	25ff3	अथवा मागाउँ भन्ने बुझाउँछ	4.6	35.991310119628906
1cee383dbf	5f02c	अथवा मेटाइने छ	3.3	38.93719482421875
9f7041038e	6c16b	अथवा यतैबाट नै	3.0	37.1368293762207
a0a28a51f8	8570d	अथवा यतैबाट नै	2.7	37.740482330322266
29cebd70ba	35f03	अथवा यसको बारेमा	3.2	23.749069213867188
6d3967ed2c	1fa10	अथवा यसको बारेमा	2.3	38.86784362792969
a0f20c9040	3999a	अथवा यसको बारेमा	3.3	43.34037780761719
1352f88bad	f7150	अथवा याहुमा इमेज	4.0	26.97740364074707
6f9807ff12	c89a6	अथवा शरीरको लागि	3.6	31.233102798461918
9896ef0b58	bf591	अथवा शरीरको लागि	3.9	33.5816764831543
2e482d8618	2d07d	अथवा सर्वोच्च मानिने	2.5	20.3320426940918
4926437e36	363a2	अथवा सर्वोच्च मानिने	4.1	27.27063369750977
2cd935b3b9	423bf	अथवा सहमतिले छुँदैन	3.4	29.658164978027344
60da03ae07	fb429	अथवा सहमतिले छुँदैन	3.6	24.84366226196289
214a5a878d	75215	अथवा सामानमा मानिस	4.0	39.3555793762207
b86e5591c6	6d96c	अथवा सामानमा मानिस	5.0	25.05973052978516
661e407d9e	370bf	अथवा सुखा ठाउँमा	2.0	46.99756622314453
1b638a8535	1f790	अथवा स्वरे भनिन्छ	4.4	34.9510612487793
72205a170b	09e5c	अथवा स्वरे भनिन्छ	3.9	46.98665618896485
afea3fe2d7	41295	अथवा स्वरे भनिन्छ	3.1	30.596424102783203
4c7433038a	555eb	अथिति भूमिका निभाइन्	3.3	31.01688003540039
9882c51b25	809f3	अथोराकोटमा स्थानान्तरित गरियो	5.0	21.9326286315918
47d5744d2d	57282	अदम्य क्षमताको	3.4	37.72621154785156
3ae00fead5	3c2c4	अदम्य साहस वीरता	2.8	33.8559455871582
ebf3e5aac6	b8154	अदर स्टोरिज अङ्ग्रेजी	5.2	38.202545166015625
e3934c4260	e4714	अदालतको सदरमुकाम	3.8	31.59831047058105
031203072a	99942	अदालतमा उजुर गरे	2.9	29.589662551879883
bb928b7542	6daf3	अदालतमा उजुर गरे	2.4	34.310604095458984
1cb92ac67d	aec56	अदालतलाई अधिकार तोकिदिएको	4.3	42.87614822387695
a13bc42b1b	2001f	अदालतलाई अधिकार तोकिदिएको	4.9	16.067306518554688
99029b79eb	8fbe4	अदालतले फैसला गरेका	5.3	39.72453308105469
1d8db36162	3ff16	अदालतहरू मध्ये जिल्ला	2.6	43.05420303344727
26be792b6d	fb429	अदालती अख्तियार थिएन	5.3	21.24985122680664
2595744e31	d8cef	अदालती दुनिया एक नेपाली भाषाको पत्रिका हो।	5.2	23.703731536865234
4b8d9123a5	b7e01	अदिति देव हुन्	4.0	18.431547164916992
6a393ae682	5bc3b	अदुवा राखिन्छ	4.2	23.48822593688965
692a2485b0	412d7	अदुवा रोपेको ठाउँमा उम्रेको झारलाई बराबर उखेली रहनु पर्दछ।	8.3	27.45983123779297
7de517153a	11c8b	अदृश्य भइन्	3.4	23.635765075683597
8a3647bb72	e205b	अदृश्य भइन्	2.7	29.680953979492188
926a9834a3	b5ec7	अदृश्य भइन्	4.2	40.09672546386719
d17b6941ec	d03c8	अदृश्य भइन्	2.9	23.3861083984375
2206df3a74	916c6	अद्भुत मिश्रण भएको	3.3	35.31646728515625
783a25648c	5b437	अद्भूत खेल देखाउँदै	3.1	41.88132858276367
bc51c4a0a7	5297a	अद्भूत खेल देखाउँदै	2.2	22.426950454711918
a42bfa586c	9ef53	अद्यापि अस्तित्वमा रहेको	4.7	28.53276252746582
959ede9dee	1f917	अद्यावधिक गराइराख्न सूचना	3.6	18.21601676940918
a226908b21	4dccf	अद्यावधिक गराइराख्न सूचना	4.4	36.78819274902344
6639c9d3fb	e0d14	अद्यावधिक गरी आफ्नो	3.9	43.867706298828125
8d5b1674f9	2ee53	अद्वितीय छन् उनी	2.8	33.566139221191406
732c12ec1c	bda65	अद्वितीय प्रकार र रङदेखि	3.7	38.166114807128906
0e741ffa20	73d74	अद्वितीय वरदानको रूपमा	4.8	39.996620178222656
c5388473f7	4b140	अद्वितीय विज्ञान हो	2.4	31.198204040527344
1c967e1203	25ff3	अद्वैत ज्ञान नै	3.7	37.30731201171875
d2ddd7821e	8cefd	अद्वैत ज्ञान नै	2.5	40.640403747558594
42c0509366	4170b	अद्वैत ब्रह्मको	3.7	19.36689758300781
4753e0373a	1d9ac	अधर्म कर्म अकर्मको	5.1	15.076011657714844
9dd1bf5f4a	6059d	अधवैँसे पुरुष आइपुग्छ	5.1	39.78002166748047
2c17e11d7c	3ff16	अधारित एक सामूहिक	3.0	45.94560623168945
264cd3b152	7b45e	अधिक उचाइको कारण	3.8	46.55635070800781
af434b52fd	5b437	अधिक उचाइको कारण	2.9	41.64141845703125
9363b5efb7	09eb9	अधिक उत्कृष्ट रचना	2.8	19.58836555480957
46d77611ae	d8b68	अधिकको क्षमता दिने	4.1	21.47038459777832
2667f7eb5f	804c8	अधिक खर्च हुन्छ	3.2	32.902950286865234
61c2e1b888	b66ee	अधिक खर्च हुन्छ	2.5	25.69613647460937
6eb36e0a84	261b4	अधिक खुसी महसुस	1.7	34.860721588134766
be44ce709d	fc4f4	अधिक खुसी महसुस	2.9	26.413738250732425
ed6204688a	b0f78	अधिक खुसी महसुस	3.1	17.234012603759766
1a772c1312	2e8ef	अधिक गहिरा छन्	4.4	25.198495864868164
8a62b77b96	8efbc	अधिक गहिरा छन्	4.6	24.59457015991211
cac8c28191	41b2c	अधिक गहिरा छन्	3.5	30.321672439575195
e082a57799	276bb	अधिक गहिरा छन्	3.3	33.051170349121094
1cf1dd052e	237a3	अधिक गाना गाए	2.2	28.935081481933597
378e48615c	4b9fc	अधिक घरधुरी रहेका छन्	3.9	21.016475677490234
efc79046a4	ea935	अधिक घरधुरी रहेका छन्	4.3	32.83861541748047
b1f05b222d	4a756	अधिक चाप परिरहेका	3.9	33.19150161743164
56b02cf404	2483a	अधिक चुन्न सक्छौँ	3.1	31.467735290527344
978e87ab5e	d2aac	अधिक चुन्न सक्छौँ	2.8	31.797216415405277
1c0fcfaa6e	8272f	अधिक छ	2.6	36.600433349609375
ca6668bc04	4db3f	अधिक छ	2.0	31.0687255859375
c598269868	53027	अधिक छिटो हुन्छ	3.0	33.197654724121094
535506b878	b4e60	अधिक जटिल	4.3	27.416412353515625
2ee612cc63	9a075	अधिक जानकारी	2.7	36.69221496582031
5cf1f55438	d514c	अधिक जानकारी	2.6	42.72636413574219
8945f82acc	33783	अधिक जानकारी	4.9	18.644088745117188
ad4cbb17f5	2273c	अधिकतम कार्यकर्तामाथि	2.9	42.22846221923828
61c37ed0af	ceb25	अधिकतम गति	3.1	33.86681365966797
199d1a206c	0bb95	अधिकतम तापक्रम	5.0	19.45236587524414
714c965d27	5a9c4	अधिकतम तापक्रम	1.8	31.720142364501957
effb1803f0	53027	अधिकतम तापक्रम	2.7	31.91614532470703
7026959df4	004e5	अधिकतम रूपमा	2.4	27.38409805297852
796c50c892	e4596	अधिकतर अक्षर	4.1	42.47794342041016
82fec19bbf	9fab8	अधिकतर प्रभावी	3.6	20.53675842285156
a9a7509c04	5b437	अधिकतर प्राणीहरूमा कानको	4.3	44.74687194824219
a868bea035	e455a	अधिकतर मिल्ने कुरामा	3.8	35.3353157043457
7f9a4db0fa	4c228	अधिकतर सेतैसेतो देखिन्छ	4.3	36.95001983642578
3188873eec	f0b26	अधिकता अनेक खतरनाक	6.2	31.660343170166016
8f4096bd69	88901	अधिक थिए यो	3.0	46.3779296875
b46b7d9f4f	da0cf	अधिक थिए यो	3.0	25.937299728393555
ecbabe4017	5bc3b	अधिक द्वारा विभक्त	3.5	34.71175765991211
1057748fb8	bf591	अधिक निकटताको	3.3	32.48896789550781
6ded726180	c69a8	अधिक पाइन्छन्	2.5	15.684503555297852
e1fb023021	d8cef	अधिक पाइन्छन्	3.2	25.82473564147949
09214c2c9f	20ebe	अधिक प्रकारका	2.9	16.71925163269043
008520f056	c0b4e	अधिक भारी बाउन्ने	5.3	29.094331741333008
